ID	Length	pLDDT	Domain architecture	Taxonomy	Dominating topology	Dom. top. frequency
A0A3B3U3J3	801	79,31	PF08487;PF13768;	Poecilia latipinna (sailfin molly)	6_3	0,69
A0A3B3U3J3	801	79,31	PF08487;PF13768;	Poecilia latipinna (sailfin molly)	6_3	0,69
A0A352FQT3	869	78,89	PF08487;PF13768;	Blastocatellia bacterium	6_3	0,69
A0A419J444	771	78,87	PF08487;PF13768;	Nitrospiraceae bacterium	6_3	0,69
A0A0B8QG88	680	78,78	PF08487;PF13768;	Vibrio ishigakensis	6_3	0,69
A0A2T0Q4G6	856	78,52	PF08487;PF13768;	Allonocardiopsis opalescens	6_3	0,69
A0A6J0CGC4	794	78,52	PF08487;PF13768;	Peromyscus maniculatus bairdii (Prairie deer mouse)	6_3	0,69
A0A1S3EM01	846	78,09	PF08487;PF13768;	Dipodomys ordii (Ord's kangaroo rat)	6_3	0,69
A0A438M0R7	836	77,79	PF08487;PF13768;	Nonomuraea polychroma	6_3	0,69
C4ZPM3	833	77,47	PF08487;PF13768;	Thauera sp. (strain MZ1T)	6_3	0,69
A0A7J7S3E5	819	77,32	PF08487;PF13768;	Myotis myotis (Greater mouse-eared bat)	6_3	0,69
A0A2D6L5A5	799	76,96	PF08487;PF13768;	Parcubacteria group bacterium	6_3	0,69
A0A3A6T6V3	743	76,86	PF08487;PF13768;	Parashewanella spongiae	6_3	0,69
A0A816BU94	817	76,75	PF08487;PF13768;	Rotaria sordida	6_3	0,69
A0A7W5FD98	862	76,63	PF08487;PF13768;	Actinoplanes campanulatus	6_3	0,69
A0A3A8I7V3	906	76,36	PF08487;PF13768;	Corallococcus sp. CA049B	6_3	0,69
A0A817I634	824	76,09	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,69
G4WW08	767	76	PF08487;PF13768;	uncultured bacterium CSLF43	6_3	0,69
A0A1D1UMP0	834	75,92	PF08487;PF13768;	Ramazzottius varieornatus (Water bear) (Tardigrade)	6_3	0,69
A0A6P7JDD9	823	75,34	PF08487;PF13768;	Parambassis ranga (Indian glassy fish)	6_3	0,69
A0A1F9G0M8	879	75,14	PF08487;PF13768;	Deltaproteobacteria bacterium RBG_16_71_12	6_3	0,69
A0A822I2F7	822	74,85	PF08487;PF13768;	Ranitomeya imitator (mimic poison frog)	6_3	0,69
A0A819DF56	834	74,73	PF08487;PF13768;	Rotaria sordida	6_3	0,69
A0A820LLC3	868	72,6	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,69
A0A821GA60	846	72,44	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,69
A0A821ZVE1	858	71,96	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,69
A0A815DWA3	912	71,76	PF08487;PF13768;	Adineta steineri	6_3	0,69
A0A2C6WKH9	760	86,04	PF08487;PF13768;	Nostoc linckia z16	6_3	0,68
A0A2V9HWN9	635	85,71	PF08487;PF13768;	Acidobacteria bacterium	6_3	0,68
A0A1W9ZA49	724	85,68	PF08487;PF13768;	Mycobacterium angelicum	6_3	0,68
A0A841WUH0	760	85,64	PF08487;PF13768;	Nostoc sp. 2RC	6_3	0,68
A0A1E5QFN9	759	84,26	PF08487;PF13768;	Desertifilum sp. IPPAS B-1220	6_3	0,68
A0A6P7WQR5	777	84,1	PF08487;PF13768;	Microcaecilia unicolor	6_3	0,68
A0A6G1PSQ3	778	83,98	PF08487;PF13768;	Channa argus (northern snakehead)	6_3	0,68
A0A3Q1JF65	729	83,11	PF08487;PF13768;	Anabas testudineus (Climbing perch) (Anthias testudineus)	6_3	0,68
A0A3B5LK55	770	82,37	PF08487;PF13768;	Xiphophorus couchianus (Monterrey platyfish)	6_3	0,68
A0A1H9RHI6	810	82,27	PF08487;PF13768;	Giesbergeria anulus	6_3	0,68
A0A3B3BML4	727	82,27	PF08487;PF13768;	Oryzias melastigma (Marine medaka)	6_3	0,68
A0A6J3IEM7	786	82,08	PF08487;PF13768;	Sapajus apella (Brown-capped capuchin) (Cebus apella)	6_3	0,68
A0A3B3Y9B5	785	82,06	PF08487;PF13768;	Poecilia mexicana	6_3	0,68
A0A1D2SLA6	732	81,88	PF08487;PF13768;	Lautropia sp. SCN 69-89	6_3	0,68
A0A5C7QF51	764	81,84	PF08487;PF13768;	Burkholderiaceae bacterium	6_3	0,68
A0A6P8USK7	800	81,79	PF08487;PF13768;	Gymnodraco acuticeps (Antarctic dragonfish)	6_3	0,68
A0A2K6SA82	785	81,69	PF08487;PF13768;	Saimiri boliviensis boliviensis (Bolivian squirrel monkey)	6_3	0,68
A0A1Z4N185	820	81,61	PF08487;PF13768;	Tolypothrix tenuis PCC 7101	6_3	0,68
I3N2M5	780	81,45	PF08487;PF13768;	Ictidomys tridecemlineatus (Thirteen-lined ground squirrel) (Spermophilus tridecemlineatus)	6_3	0,68
A0A1G3QK91	778	81,36	PF08487;PF13768;	Spirochaetes bacterium RBG_13_68_11	6_3	0,68
A0A1I5HB85	765	81,32	PF08487;PF13768;	Variovorax sp. PDC80	6_3	0,68
A0A2K6PU34	781	81	PF08487;PF13768;	Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana)	6_3	0,68
A0A6P7P3W0	677	80,92	PF08487;PF13768;	Betta splendens (Siamese fighting fish)	6_3	0,68
D8F3W4	768	80,82	PF08487;PF13768;	delta proteobacterium NaphS2	6_3	0,68
A0A7V2Y592	817	80,65	PF08487;PF13768;	Candidatus Hydrogenedentes bacterium	6_3	0,68
A0A3L7HS43	809	80,59	PF08487;PF13768;	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	6_3	0,68
A0A2N1ZDQ1	763	80,53	PF08487;PF13768;	Gammaproteobacteria bacterium HGW-Gammaproteobacteria-11	6_3	0,68
A0A4R6LR62	757	80,33	PF08487;PF13768;	Enemella evansiae	6_3	0,68
A0A1F6LC66	828	80,22	PF08487;PF13768;	Candidatus Lindowbacteria bacterium RIFCSPLOWO2_12_FULL_62_27	6_3	0,68
G7NCN9	786	80,12	PF08487;PF13768;	Macaca mulatta (Rhesus macaque)	6_3	0,68
A0A4W6CSI6	734	80,06	PF08487;PF13768;	Lates calcarifer (Barramundi) (Holocentrus calcarifer)	6_3	0,68
A0A2V9KX70	765	80,03	PF08487;PF13768;	Acidobacteria bacterium	6_3	0,68
A0A3B4UE96	737	79,84	PF08487;PF13768;	Seriola dumerili (Greater amberjack) (Caranx dumerili)	6_3	0,68
A0A6P0UYY5	829	79,81	PF08487;PF13768;	Symploca sp. SIO1C2	6_3	0,68
A0A3B1DHH5	733	79,62	PF08487;PF13768;	hydrothermal vent metagenome	6_3	0,68
A0A3B1DHH5	733	79,62	PF08487;PF13768;	hydrothermal vent metagenome	6_3	0,68
A0A838MYM1	849	79,51	PF08487;PF13768;	Pyrinomonadaceae bacterium	6_3	0,68
A0A3Q1JET5	742	79,46	PF08487;PF13768;	Anabas testudineus (Climbing perch) (Anthias testudineus)	6_3	0,68
A0A7C9TZV1	840	79,35	PF08487;PF13768;	Oscillatoria sp. SIO1A7	6_3	0,68
A0A452FAR3	783	78,96	PF08487;PF13768;	Capra hircus (Goat)	6_3	0,68
A0A674JDA5	739	78,86	PF08487;PF13768;	Terrapene carolina triunguis (Three-toed box turtle)	6_3	0,68
A0A7X0U2R7	820	78,65	PF08487;PF13768;	Nonomuraea rubra	6_3	0,68
A0A7J7UHP2	790	78,59	PF08487;PF13768;	Pipistrellus kuhlii (Kuhl's pipistrelle)	6_3	0,68
M1SWA8	775	77,8	PF08487;PF13768;	beta proteobacterium CB	6_3	0,68
A0A512AQ67	683	77,73	PF08487;PF13768;	Novosphingobium sediminis	6_3	0,68
A0A2V9QJB8	867	77,56	PF08487;PF13768;	Acidobacteria bacterium	6_3	0,68
A0A554G8H0	903	77,37	PF08487;PF13768;	Corallococcus sp. Z5C101001	6_3	0,68
A0A6J0AQK5	802	77,1	PF08487;PF13768;	Vicugna pacos (Alpaca) (Lama pacos)	6_3	0,68
A0A669DFF7	733	77,03	PF08487;PF13768;	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	6_3	0,68
G1M055	804	76,91	PF08487;PF13768;	Ailuropoda melanoleuca (Giant panda)	6_3	0,68
A0A1V2I208	889	76,68	PF08487;PF13768;	Frankia asymbiotica	6_3	0,68
A0A816E8L9	650	76,02	PF08487;PF13768;	Rotaria magnacalcarata	6_3	0,68
A0A495ZNX4	968	75,7	PF08487;PF13768;	Candidatus Poribacteria bacterium	6_3	0,68
A0A7G1IIG8	870	75,56	PF08487;PF13768;	Mycobacterium kansasii	6_3	0,68
A0A817LDI5	833	75,17	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,68
A0A815DAB3	857	74,9	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,68
A0A818LKG9	846	73,29	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,68
A0A6M0G0A0	819		PF08487;PF13768;	Symploca sp. SIO2E6	6_3	0,68
A0A671W9R4	692		PF08487;PF13768;	Sparus aurata (Gilthead sea bream)	6_3	0,68
A0A6M0J4V3	827		PF08487;PF13768;	Nostoc sp. UIC 10630	6_3	0,68
A0A084SU76	862		PF08487;PF13768;	Archangium violaceum Cb vi76	6_3	0,68
A0A7R7JDA4	729	86,43	PF08487;PF13768;	Thiohalobacter sp. COW1	6_3	0,67
A0A2N9NYX3	642	84,44	PF08487;PF13768;	Verrucomicrobia bacterium	6_3	0,67
A0A670JIS9	795	83,68	PF08487;PF13768;	Podarcis muralis (Wall lizard) (Lacerta muralis)	6_3	0,67
A0A4W6CRP6	775	83,59	PF08487;PF13768;	Lates calcarifer (Barramundi) (Holocentrus calcarifer)	6_3	0,67
A0A7X7W2W8	804	83,4	PF08487;PF13768;	Candidatus Fermentibacter daniensis	6_3	0,67
A0A3A4YXB1	734	83,07	PF08487;PF13768;	Desulfobacteraceae bacterium	6_3	0,67
A0A3P8PBD2	781	82,98	PF08487;PF13768;	Astatotilapia calliptera (Eastern happy) (Chromis callipterus)	6_3	0,67
A0A667ZH97	737	82,61	PF08487;PF13768;	Myripristis murdjan (pinecone soldierfish)	6_3	0,67
A0A534X6J7	783	82,37	PF08487;PF13768;	Deltaproteobacteria bacterium	6_3	0,67
A0A671W357	734	82,31	PF08487;PF13768;	Sparus aurata (Gilthead sea bream)	6_3	0,67
A0A3P8UVF7	769	81,73	PF08487;PF13768;	Cynoglossus semilaevis (Tongue sole)	6_3	0,67
A0A2D0SC69	787	81,72	PF08487;PF13768;	Ictalurus punctatus (Channel catfish) (Silurus punctatus)	6_3	0,67
K9TH58	812	81,7	PF08487;PF13768;	Oscillatoria acuminata PCC 6304	6_3	0,67
A0A3Q2Y579	796	81,69	PF08487;PF13768;	Hippocampus comes (Tiger tail seahorse)	6_3	0,67
A0A3B9HYF4	711	81,67	PF08487;PF13768;	Candidatus Riflebacteria bacterium	6_3	0,67
A0A5B7ZPZ5	725	81,56	PF08487;PF13768;	Thermomonas aquatica	6_3	0,67
A0A7N6AXN6	715	81,3	PF08487;PF13768;	Anabas testudineus (Climbing perch) (Anthias testudineus)	6_3	0,67
T1DK57	785	81,11	PF08487;PF13768;	Crotalus horridus (Timber rattlesnake)	6_3	0,67
A0A3P9BI21	736	80,94	PF08487;PF13768;	Maylandia zebra (zebra mbuna)	6_3	0,67
A0A3B4X6Z8	772	80,62	PF08487;PF13768;	Seriola lalandi dorsalis	6_3	0,67
A0A6P3EPU2	783	80,62	PF08487;PF13768;	Ovis aries (Sheep)	6_3	0,67
A0A803KI64	824	80,52	PF08487;PF13768;	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	6_3	0,67
A0A7Y5MCP1	832	80,48	PF08487;PF13768;	Pseudanabaena biceps	6_3	0,67
M3Y3J8	802	80,36	PF08487;PF13768;	Mustela putorius furo (European domestic ferret) (Mustela furo)	6_3	0,67
A0A258MTD7	775	79,99	PF08487;PF13768;	Polynucleobacter sp. 35-46-11	6_3	0,67
A0A4W6CS66	750	79,68	PF08487;PF13768;	Lates calcarifer (Barramundi) (Holocentrus calcarifer)	6_3	0,67
A0A6P7JDE7	823	79,65	PF08487;PF13768;	Parambassis ranga (Indian glassy fish)	6_3	0,67
Q6IND5	861	79,63	PF08487;PF13768;	Xenopus laevis (African clawed frog)	6_3	0,67
A0A1J5DTP2	792	79,44	PF08487;PF13768;	Deltaproteobacteria bacterium CG2_30_63_29	6_3	0,67
A0A7X0BWY2	805	79,16	PF08487;PF13768;	Nonomuraea muscovyensis	6_3	0,67
A0A3P9JJ17	720	79,14	PF08487;PF13768;	Oryzias latipes (Japanese rice fish) (Japanese killifish)	6_3	0,67
A0A6P6NN77	819	79,04	PF08487;PF13768;	Carassius auratus (Goldfish)	6_3	0,67
A0A1G7NP09	796	79	PF08487;PF13768;	Lentzea fradiae	6_3	0,67
A0A3Q2LQ33	719	78,79	PF08487;PF13768;	Equus caballus (Horse)	6_3	0,67
A0A6P0MZU2	740	78,66	PF08487;PF13768;	Moorena sp. SIO3C2	6_3	0,67
A0A818F856	691	78,6	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,67
A0A6P6EXB9	813	78,6	PF08487;PF13768;	Octodon degus (Degu) (Sciurus degus)	6_3	0,67
F7CD82	782	78,19	PF08487;PF13768;	Ornithorhynchus anatinus (Duckbill platypus)	6_3	0,67
M3ZC12	772	78,1	PF08487;PF13768;	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	6_3	0,67
A0A7Y0PAU3	830	77,72	PF08487;PF13768;	Actinoplanes sp. TBRC 11911	6_3	0,67
A0A3N1GVW6	835	77,16	PF08487;PF13768;	Couchioplanes caeruleus	6_3	0,67
A0A816E4C2	686	77,08	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,67
A0A3A8ID87	902	76,52	PF08487;PF13768;	Corallococcus exercitus	6_3	0,67
A0A815RR13	649	75,91	PF08487;PF13768;	Rotaria magnacalcarata	6_3	0,67
A0A816MG29	687	75,13	PF08487;PF13768;	Rotaria magnacalcarata	6_3	0,67
A0A6P6EXD1	850	75,09	PF08487;PF13768;	Octodon degus (Degu) (Sciurus degus)	6_3	0,67
A0A820FVL5	833	74,54	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,67
A0A815ZT46	842	74,39	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,67
A0A7N4P5U8	761	73,27	PF08487;PF13768;	Sarcophilus harrisii (Tasmanian devil) (Sarcophilus laniarius)	6_3	0,67
A0A817S3B3	856	72,5	PF08487;PF13768;	Rotaria socialis	6_3	0,67
A0A484DI43	722	88,65	PF08487;PF13768;	Perca flavescens (American yellow perch) (Morone flavescens)	6_3	0,66
A0A4W6CS65	753	86,34	PF08487;PF13768;	Lates calcarifer (Barramundi) (Holocentrus calcarifer)	6_3	0,66
A0A7N6FD51	725	86,18	PF08487;PF13768;	Anabas testudineus (Climbing perch) (Anthias testudineus)	6_3	0,66
A0A665V047	744	85,31	PF08487;PF13768;	Echeneis naucrates (Live sharksucker)	6_3	0,66
A0YYV2	757	85,3	PF08487;PF13768;	Lyngbya sp. (strain PCC 8106) (Lyngbya aestuarii (strain CCY9616))	6_3	0,66
A0A0S7FDB2	767	84,78	PF08487;PF13768;	Poeciliopsis prolifica (blackstripe livebearer)	6_3	0,66
A0A6P6N3V6	780	82,65	PF08487;PF13768;	Carassius auratus (Goldfish)	6_3	0,66
A0A6P7WYV8	763	82,46	PF08487;PF13768;	Microcaecilia unicolor	6_3	0,66
A0A847PWC7	812	82,12	PF08487;PF13768;	Candidatus Fermentibacteria bacterium	6_3	0,66
A0A7V0T9R6	753	82,09	PF08487;PF13768;	Candidatus Marinimicrobia bacterium	6_3	0,66
A0A433AUT5	756	81,77	PF08487;PF13768;	Mycobacterium sp	6_3	0,66
A0A2Z3ULL7	768	81,71	PF08487;PF13768;	Streptosporangium sp. 'caverna'	6_3	0,66
A0A1A3BGU8	751	81,54	PF08487;PF13768;	Mycobacterium asiaticum	6_3	0,66
A0A6P8P7X8	817	81,38	PF08487;PF13768;	Geotrypetes seraphini (Gaboon caecilian) (Caecilia seraphini)	6_3	0,66
A0A1F9P581	801	81,29	PF08487;PF13768;	Desulfobacterales bacterium RIFOXYA12_FULL_46_15	6_3	0,66
A0A7D6INU1	755	81,28	PF08487;PF13768;	Mycobacterium vicinigordonae	6_3	0,66
A0A668U727	712	81,21	PF08487;PF13768;	Oreochromis aureus (Israeli tilapia) (Chromis aureus)	6_3	0,66
A0A3Q1KE35	747	81,13	PF08487;PF13768;	Anabas testudineus (Climbing perch) (Anthias testudineus)	6_3	0,66
A0A672HX90	756	81,09	PF08487;PF13768;	Salarias fasciatus (Jewelled blenny) (Blennius fasciatus)	6_3	0,66
A0A543IMU2	790	80,99	PF08487;PF13768;	Actinomadura hallensis	6_3	0,66
A0A672HX85	738	80,49	PF08487;PF13768;	Salarias fasciatus (Jewelled blenny) (Blennius fasciatus)	6_3	0,66
A0A668U4D2	763	80,32	PF08487;PF13768;	Oreochromis aureus (Israeli tilapia) (Chromis aureus)	6_3	0,66
A0A1U7IJS3	824	80,31	PF08487;PF13768;	Phormidium ambiguum IAM M-71	6_3	0,66
W6UX20	753	80,01	PF08487;PF13768;	Echinococcus granulosus (Hydatid tapeworm)	6_3	0,66
H0V3L3	798	79,77	PF08487;PF13768;	Cavia porcellus (Guinea pig)	6_3	0,66
A0A1H1G6Q3	848	79,71	PF08487;PF13768;	Thermostaphylospora chromogena	6_3	0,66
A0A4R4YYA1	801	79,36	PF08487;PF13768;	Nonomuraea terrae	6_3	0,66
A0A6L3W704	828	79,05	PF08487;PF13768;	Actinomadura montaniterrae	6_3	0,66
A0A511QKL3	678	78,79	PF08487;PF13768;	Vibrio superstes NBRC 103154	6_3	0,66
G1R775	786	78,73	PF08487;PF13768;	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	6_3	0,66
A0A330M3D1	763	78,55	PF08487;PF13768;	Shewanella benthica	6_3	0,66
A0A2A6RF54	830	78,4	PF08487;PF13768;	Candidatus Viridilinea mediisalina	6_3	0,66
A0A6P7JD89	823	78,22	PF08487;PF13768;	Parambassis ranga (Indian glassy fish)	6_3	0,66
A0A3D9SY54	833	78,12	PF08487;PF13768;	Thermomonospora umbrina	6_3	0,66
A0A1N6KPP0	819	77,81	PF08487;PF13768;	Singulisphaera sp. GP187	6_3	0,66
A0A315ADE6	816	77,79	PF08487;PF13768;	Limnohabitans sp. T6-20	6_3	0,66
A0A315ADE6	816	77,79	PF08487;PF13768;	Limnohabitans sp. T6-20	6_3	0,66
A0A5C2HIV4	723	77,04	PF08487;PF13768;	Ectothiorhodospiraceae bacterium BW-2	6_3	0,66
A0A316F951	864	77,02	PF08487;PF13768;	Actinoplanes xinjiangensis	6_3	0,66
A0A818FLR3	828	76,74	PF08487;PF13768;	Rotaria socialis	6_3	0,66
D9Y7F1	742	76,59	PF08487;PF13768;	Burkholderiales bacterium 1_1_47	6_3	0,66
A0A4R3I6I3	719	76,4	PF08487;PF13768;	Reinekea marinisedimentorum	6_3	0,66
A0A814N158	844	75,94	PF08487;PF13768;	Adineta steineri	6_3	0,66
A0A5C5VQZ4	831	75,59	PF08487;PF13768;	Phycisphaerae bacterium RAS1	6_3	0,66
A0A814DMX3	829	75,57	PF08487;PF13768;	Adineta ricciae (Rotifer)	6_3	0,66
A0A673X727	748	75,5	PF08487;PF13768;	Salmo trutta (Brown trout)	6_3	0,66
A0A814LLB8	833	75,07	PF08487;PF13768;	Rotaria sordida	6_3	0,66
A0A816CJV4	833	74,88	PF08487;PF13768;	Rotaria sordida	6_3	0,66
A0A3B0XLU4	799	74,85	PF08487;PF13768;	hydrothermal vent metagenome	6_3	0,66
A0A820U7D2	833	74,84	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,66
A0A817CPP4	813	74,84	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,66
A0A818UGQ5	844	74,84	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,66
A0A847DEH7	757	74,63	PF08487;PF13768;	Desulfatiglans sp	6_3	0,66
R5EAN7	742	74,48	PF08487;PF13768;	Parasutterella excrementihominis CAG:233	6_3	0,66
A0A819IBM0	858	72,57	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,66
A0A0X3U5Y0	789	71,67	PF08487;PF13768;	Microbulbifer sp. ZGT114	6_3	0,66
A0A379Z9C7	761		PF08487;PF13768;	Shewanella baltica	6_3	0,66
A0A484DL05	723	86,62	PF08487;PF13768;	Perca flavescens (American yellow perch) (Morone flavescens)	6_3	0,65
A0A1Z4T0F5	769	85,69	PF08487;PF13768;	Calothrix sp. NIES-4105	6_3	0,65
A0A3Q1CK87	749	84,04	PF08487;PF13768;	Amphiprion ocellaris (Clown anemonefish)	6_3	0,65
A0A5B1BPV6	751	83,9	PF08487;PF13768;	Mycobacterium simiae (Mycobacterium habana)	6_3	0,65
M3ZYM3	756	82,93	PF08487;PF13768;	Xiphophorus maculatus (Southern platyfish) (Platypoecilus maculatus)	6_3	0,65
A0A497TUI0	732	82,47	PF08487;PF13768;	bacterium endosymbiont of Escarpia laminata	6_3	0,65
A0A3P8U6H7	770	82,33	PF08487;PF13768;	Amphiprion percula (Orange clownfish) (Lutjanus percula)	6_3	0,65
A0A6P6PES5	762	82,1	PF08487;PF13768;	Carassius auratus (Goldfish)	6_3	0,65
A0A6P8VYB0	801	81,98	PF08487;PF13768;	Gymnodraco acuticeps (Antarctic dragonfish)	6_3	0,65
A0A3Q1JR57	713	81,63	PF08487;PF13768;	Anabas testudineus (Climbing perch) (Anthias testudineus)	6_3	0,65
A0A679J968	777	81,46	PF08487;PF13768;	Variovorax paradoxus	6_3	0,65
A0A6P6N1Z3	782	81,41	PF08487;PF13768;	Carassius auratus (Goldfish)	6_3	0,65
A0A1V6FVW4	786	81,31	PF08487;PF13768;	Alphaproteobacteria bacterium ADurb.Bin100	6_3	0,65
A0A1H4U2B6	715	81,28	PF08487;PF13768;	Maribacter dokdonensis	6_3	0,65
A0A6P6N3J6	781	81,22	PF08487;PF13768;	Carassius auratus (Goldfish)	6_3	0,65
A0A096NDY1	786	81,2	PF08487;PF13768;	Papio anubis (Olive baboon)	6_3	0,65
A0A1G7XKB9	805	81,1	PF08487;PF13768;	Sinosporangium album	6_3	0,65
A0A2K6LXI6	781	80,56	PF08487;PF13768;	Rhinopithecus bieti (Black snub-nosed monkey) (Pygathrix bieti)	6_3	0,65
A0A1J1JHH9	835	80,44	PF08487;PF13768;	Planktothrix agardhii (Oscillatoria agardhii)	6_3	0,65
A0A7J9Y6T8	764	80,31	PF08487;PF13768;	Micromonosporaceae bacterium	6_3	0,65
A0A3E1R5S7	795	80,06	PF08487;PF13768;	Rhodoferax lacus	6_3	0,65
A0A1W2CF32	766	79,13	PF08487;PF13768;	Polynucleobacter sp. VK13	6_3	0,65
A0A3B3Y936	734	78,85	PF08487;PF13768;	Poecilia mexicana	6_3	0,65
A0A667Z4Q6	805	78,73	PF08487;PF13768;	Myripristis murdjan (pinecone soldierfish)	6_3	0,65
A0A1Q4EHS2	776	78,5	PF08487;PF13768;	Thiobacillus sp. 0-1251	6_3	0,65
H2MGE0	668	78,03	PF08487;PF13768;	Oryzias latipes (Japanese rice fish) (Japanese killifish)	6_3	0,65
A0A1I1SY39	814	77,44	PF08487;PF13768;	Nannocystis exedens	6_3	0,65
A0A7R9A6N5	865	76,95	PF08487;PF13768;	Darwinula stevensoni	6_3	0,65
A0A817PQU2	833	75,85	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,65
A0A136HNH2	798	75,31	PF08487;PF13768;	Colwellia sp. Phe_37	6_3	0,65
A0A5R8YKL8	875	74,85	PF08487;PF13768;	Microbispora fusca	6_3	0,65
A0A4X1VK57	822	74,82	PF08487;PF13768;	Sus scrofa (Pig)	6_3	0,65
A0A819QHH6	834	74,42	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,65
A0A818DIZ0	856	73,15	PF08487;PF13768;	Rotaria socialis	6_3	0,65
A0A814GAB0	1260	72,76	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,65
A0A820KW24	836	72,73	PF08487;PF13768;	Rotaria socialis	6_3	0,65
A0A820F1X3	893	72,16	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,65
A0A819X9U2	812	71,06	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,65
A0A835W7D0	1004	70,78	PF08487;PF13768;	Chlamydomonas schloesseri	6_3	0,65
A0A820RGX8	833	70,5	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,65
A0A815G8B8	871	70,24	PF08487;PF13768;	Adineta steineri	6_3	0,65
A0A2G6LZI3	757	85,41	PF08487;PF13768;	Candidatus Fermentibacteria bacterium	6_3	0,64
A0A668S0B6	714	85,39	PF08487;PF13768;	Oreochromis aureus (Israeli tilapia) (Chromis aureus)	6_3	0,64
A0A7N6C5V4	732	85,08	PF08487;PF13768;	Anabas testudineus (Climbing perch) (Anthias testudineus)	6_3	0,64
I3K286	748	84,17	PF08487;PF13768;	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	6_3	0,64
A0A1A0M030	752	83,39	PF08487;PF13768;	Mycobacterium sp. 1164966.3	6_3	0,64
A0A372G8T7	790	81,87	PF08487;PF13768;	Actinomadura sp. LHW52907	6_3	0,64
A0A372G8T7	790	81,87	PF08487;PF13768;	Actinomadura sp. LHW52907	6_3	0,64
A0A2Z6CX82	794	81,64	PF08487;PF13768;	Nostoc sp. HK-01	6_3	0,64
A0A1E3SCJ4	772	81,62	PF08487;PF13768;	Mycobacterium intermedium	6_3	0,64
A0A7Y4VEE2	677	81,46	PF08487;PF13768;	Verrucomicrobia bacterium	6_3	0,64
A0A1Z4H0G5	810	81,45	PF08487;PF13768;	Calothrix sp. NIES-2100	6_3	0,64
A8K6N3	786	81,33	PF08487;PF13768;	Homo sapiens (Human)	6_3	0,64
A0A4R2CL60	794	80,79	PF08487;PF13768;	Kribbella sp. VKM Ac-2500	6_3	0,64
A0A673JMT7	782	80,79	PF08487;PF13768;	Sinocyclocheilus rhinocerous	6_3	0,64
H0Q1E0	746	80,49	PF08487;PF13768;	Azoarcus sp. KH32C	6_3	0,64
A0A2Y9KI18	671	80,29	PF08487;PF13768;	Enhydra lutris kenyoni	6_3	0,64
A0A7W4C1G9	766	79,15	PF08487;PF13768;	Shewanella sp. SG41-4	6_3	0,64
A0A1A7WB63	796	78,78	PF08487;PF13768;	Iconisemion striatum	6_3	0,64
A0A5Q0H5X8	843	78,71	PF08487;PF13768;	Saccharothrix syringae (Nocardiopsis syringae)	6_3	0,64
A0A059KGD4	707	78,43	PF08487;PF13768;	Sphaerotilus natans subsp. natans DSM 6575	6_3	0,64
A0A7W0VJI9	845	78,22	PF08487;PF13768;	Deltaproteobacteria bacterium	6_3	0,64
A0A667Z957	697	77,07	PF08487;PF13768;	Myripristis murdjan (pinecone soldierfish)	6_3	0,64
A0A817PTI5	824	76,25	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,64
G8S9Y2	887	74,92	PF08487;PF13768;	Actinoplanes sp. (strain ATCC 31044 / CBS 674.73 / SE50/110)	6_3	0,64
A0A818SFR2	848	74,29	PF08487;PF13768;	Adineta steineri	6_3	0,64
A0A817QMF9	913	72,05	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,64
A0A3P9JJ46	716		PF08487;PF13768;	Oryzias latipes (Japanese rice fish) (Japanese killifish)	6_3	0,64
G3NSG6	790		PF08487;PF13768;	Gasterosteus aculeatus (Three-spined stickleback)	6_3	0,64
A0A665V198	755		PF08487;PF13768;	Echeneis naucrates (Live sharksucker)	6_3	0,64
