#Knot_type	Category	Uniprot	Organism	pLDDT_knotcore	Protein_name	InterPro	Gene_name	#FILTER: InterPro=IPR003929 AND Category=AF4;
5_2	AF4	A0A1D1VP35-F1	Water bear	74.7	Maxi K channel	IPR003929,IPR013099,IPR036291	RvY_11161 RvY_11161.1 RvY_11161-1
3_1	AF4	A0A671WAL1-F1	Gilthead sea bream	70.7	Potassium sodium-activated channel subfamily T member 1	IPR003929,IPR013099	
3_1	AF4	A0A672GF57-F1	Jewelled blenny	70.7	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC115393585
3_1	AF4	A0A6J3DEJ6-F1	Tufted duck	70.7	potassium channel subfamily T member 2 isoform X4	IPR003929,IPR013099,IPR036291	KCNT2
3_1	AF4	A0A6P7PX92-F1	Siamese fighting fish	70.7	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC114870627
3_1	AF4	A0A815DRN8-F1	Rotifer	70.7	Hypothetical protein	IPR003929,IPR013099,IPR027359,IPR036291	EDS130_LOCUS30639 XAT740_LOCUS20368
3_1	AF4	A0A1W0X2B9-F1	Water bear	70.7	Calcium-activated potassium channel slo-1	IPR003148,IPR003929,IPR013099,IPR036291	BV898_04526
3_1	AF4	A0A821Q2L5-F1	Pieris macdunnoughi	70.7	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	PMACD_LOCUS4190
3_1	AF4	A0A814FPP5-F1	Rotaria sordida	70.7	Hypothetical protein	IPR003929,IPR013099,IPR027359,IPR036291	RFH988_LOCUS13242
3_1	AF4	D3BFW1-F1	Heterostelium pallidum	70.7	Calcium-activated BK potassium channel	IPR003929,IPR005821,IPR027359	potA PPL_07412
3_1	AF4	A0A0A9WSQ8-F1	Western plant bug	70.7	Calcium-activated potassium channel slowpoke	IPR003929	slo_22 CM83_39447
3_1	AF4	A0A1S3STF1-F1	Atlantic salmon	70.7	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC106611671
3_1	AF4	A0A6J1MP76-F1	Squinting bush brown butterfly	70.7	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC112043486
3_1	AF4	A0A6P8M7M8-F1	Bombus bifarius	70.7	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC117204883
3_1	AF4	A0A6P5AN84-F1	Amphioxus	70.7	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC109485398
3_1	AF4	A0A6P8XLW9-F1	Fruit fly	70.7	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC117574290
3_1	AF4	A0A6P6F7U9-F1	Bumblebee	70.7	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC100749230
3_1	AF4	A0A6J2G1T0-F1	Wire-tailed manakin	70.7	potassium channel subfamily T member 2 isoform X4	IPR003929,IPR013099,IPR036291	KCNT2
3_1	AF4	A0A6P5A4Z3-F1	Amphioxus	70.7	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC109485398
3_1	AF4	A0A6Q2YFH5-F1	Northern pike	70.7	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR002052,IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A6P4VX58-F1	Leopard	70.7	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A6P5A500-F1	Amphioxus	70.7	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC109485398
3_1	AF4	A0A6J3K0V0-F1	Bombus vosnesenskii	70.6	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC117231902
3_1	AF4	A0A2D0S7V4-F1	Channel catfish	70.6	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC108273798
3_1	AF4	A0A0L8G7B1-F1	California two-spotted octopus	70.6	Si:dkey-21e5.1	IPR003929,IPR013099	OCBIM_22038971mg
3_1	AF4	A0A0V1B0Y6-F1	Trichina worm	70.6	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	slo-1 T01_8683
3_1	AF4	A0A7S3CZW0-F1	Palpitomonas bilix	70.6	Hypothetical protein	IPR003929,IPR013099,IPR036291	PBIL07802_LOCUS4367 PBIL07802_LOCUS4369
3_1	AF4	W2W8K7-F1	Phytophthora parasitica	70.6	Calcium-activated potassium channel subunit alpha-1	IPR003929,IPR005821,IPR027359,IPR036291	F441_17586
3_1	AF4	A0A6J0HCI6-F1	blue-crowned manakin	70.6	potassium channel subfamily T member 2 isoform X8	IPR003929,IPR013099,IPR036291	KCNT2
3_1	AF4	A0A6P8ZPW0-F1	Melon thrips	70.6	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC117647237
3_1	AF4	A0A6P3YB98-F1	South American ant	70.6	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC106751765
3_1	AF4	A0A836LE49-F1	Leishmania sp	70.6	Calcium/potassium channel (CAKC)	IPR003929,IPR013099	JIQ42_08488
3_1	AF4	A0A6G0HVP1-F1	Large yellow croaker	70.6	Potassium channel subfamily T member 2	IPR003929,IPR013099,IPR036291	D5F01_LYC18701
3_1	AF4	F5HLG2-F1	African malaria mosquito	70.6	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	1274388 AgaP_AGAP003709
3_1	AF4	A0A6P8TTP9-F1	Antarctic dragonfish	70.6	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC117543371
3_1	AF4	A0A6P3YBE4-F1	South American ant	70.6	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC106751765
3_1	AF4	A0A6P8TTH2-F1	Antarctic dragonfish	70.6	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC117543371
3_1	AF4	A0A6P8Z3Z1-F1	Melon thrips	70.6	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC117647237
3_1	AF4	A0A6P5HS77-F1	Buff-tailed bumblebee	70.6	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC100650043
3_1	AF4	A0A6J3K0Q7-F1	Bombus vosnesenskii	70.6	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC117231902
3_1	AF4	A0A665X2Q6-F1	Live sharksucker	70.6	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC115055457
3_1	AF4	A0A2I4B5W8-F1	Austrofundulus limnaeus	70.6	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC106517014
3_1	AF4	A0A0Q9WF88-F1	Fruit fly	70.5	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	Dvir\GJ23648 Dvir_GJ23648
3_1	AF4	A0A1I7XJ17-F1	Entomopathogenic nematode	70.5	BK_channel_a domain-containing protein	IPR003929,IPR036291	
3_1	AF4	A0A7E5W8N5-F1	Cabbage looper	70.5	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC113500419
3_1	AF4	A0A6P5I692-F1	Buff-tailed bumblebee	70.5	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC100650043
3_1	AF4	A0A401PHU9-F1	Cloudy catshark	70.5	KCNT2 protein	IPR003929,IPR013099,IPR036291	scyTo_0002142
3_1	AF4	A0A6P5ARA2-F1	Amphioxus	70.5	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC109485398
3_1	AF4	A0A2I4AYH8-F1	Austrofundulus limnaeus	70.5	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	kcnma1
3_1	AF4	A0A6J3K2E3-F1	Bombus vosnesenskii	70.5	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC117231902
3_1	AF4	A0A6J3K2H8-F1	Bombus vosnesenskii	70.5	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC117231902
3_1	AF4	A0A6B0VEX8-F1	Common tick	70.5	Putative calcium activated potassium channel	IPR003929,IPR036291	
3_1	AF4	A0A397AGH5-F1	Aphanomyces astaci	70.5	Ion_trans_2 domain-containing protein	IPR003929,IPR013099,IPR027359	DYB36_006953
3_1	AF4	A0A2I4AYJ0-F1	Austrofundulus limnaeus	70.5	Calcium-activated potassium channel subunit alpha-1 (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Slo-alpha) (Slo1) (Slowpoke homolog)	IPR003929,IPR013099,IPR036291	kcnma1
3_1	AF4	A0A7M7SQ67-F1	Honeybee	70.5	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	
3_1	AF4	A0A0Q9X757-F1	Fruit fly	70.5	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	Dmoj\slo Dmoj_GI24019
3_1	AF4	A0A7J8GKI1-F1	Pallas' mastiff bat	70.5	Potassium calcium-activated channel subfamily U member 1	IPR003929,IPR005821	HJG59_007182
3_1	AF4	A0A7E5W951-F1	Cabbage looper	70.5	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC113500419
3_1	AF4	A0A6J2RU76-F1	Frogmouth	70.5	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC115025038
3_1	AF4	A0A814T6P1-F1	Rotaria sordida	70.5	Hypothetical protein	IPR003929,IPR013099,IPR027359,IPR036291	JXQ802_LOCUS22064
3_1	AF4	A0A6P3V8K4-F1	Bumblebee	70.5	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC100749230
3_1	AF4	A0A6J1MW38-F1	Squinting bush brown butterfly	70.5	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC112043486
3_1	AF4	A0A7M5VA18-F1	Clytia hemisphaerica	70.5	Maxi K channel	IPR003929,IPR013099	
3_1	AF4	A0A674D4W0-F1	Brown trout	70.5	Potassium sodium-activated channel subfamily T member 2	IPR003929,IPR013099,IPR036291	kcnt2
3_1	AF4	A0A6P8L8Q4-F1	Bumblebee	70.5	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC100749230
3_1	AF4	A0A3B3X438-F1	Poecilia mexicana	70.5	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A151NBJ6-F1	American alligator	70.5	Calcium-activated potassium channel subunit alpha-1 isoform B	IPR003929,IPR005821,IPR036291	KCNMA1 Y1Q_0002490
3_1	AF4	A0A7I0YVD3-F1	Danaus plexippus	70.5	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC116766652
3_1	AF4	A0A7J6YUW9-F1	Abscondita terminalis	70.5	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	FQR65_LT04761
3_1	AF4	A0A6J0BUU9-F1	Redheaded pine sawfly	70.5	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC107222996
3_1	AF4	A0A3P8VND9-F1	Tongue sole	70.5	Potassium channel subfamily T member 2-like	IPR003929,IPR013099,IPR036291	
3_1	AF4	A0A3B4VC59-F1	Greater amberjack	70.5	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	G3TM81-F1	African elephant	70.5	Potassium calcium-activated channel subfamily U member 1	IPR003929,IPR005821,IPR036291	KCNU1
3_1	AF4	A0A6J3K382-F1	Bombus vosnesenskii	70.4	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC117231902
3_1	AF4	A0A813EC44-F1	Dinoflagellate	70.4	Hypothetical protein	IPR003929,IPR013099	PGLA1383_LOCUS16436
3_1	AF4	A0A6P5A4W5-F1	Amphioxus	70.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC109485398
3_1	AF4	A0A6P8Z3Y7-F1	Melon thrips	70.4	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC117647237
3_1	AF4	A0A0A9WVN5-F1	Western plant bug	70.4	Calcium-activated potassium channel slowpoke	IPR003929	slo_27 slo_5 CM83_39448 CM83_39453
3_1	AF4	A0A0N7L6F6-F1	Downy mildew of sunflower	70.4	Calcium-activated potassium channel subunit alpha	IPR003929,IPR005821,IPR027359	
3_1	AF4	A0A493U1B3-F1	Northern mallard	70.4	Potassium sodium-activated channel subfamily T member 2	IPR003929,IPR013099,IPR036291	KCNT2
3_1	AF4	A0A6J1PTI4-F1	Temnothorax curvispinosus	70.4	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC112454974
3_1	AF4	A0A813JR04-F1	Dinoflagellate	70.4	Hypothetical protein	IPR003929,IPR013099	PGLA2088_LOCUS22818
3_1	AF4	A0A814UGG4-F1	Rotaria sordida	70.4	Hypothetical protein	IPR003929,IPR013099,IPR027359,IPR036291	JXQ802_LOCUS22919 PYM288_LOCUS10756
3_1	AF4	G4YZX6-F1	strain P6497	70.4	Calcium-activated potassium channel subunit alpha-1	IPR003929,IPR005821,IPR027359,IPR036291	PHYSODRAFT_310735
3_1	AF4	A0A6P8LKY3-F1	Bumblebee	70.4	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC100749230
3_1	AF4	A0A814JU86-F1	Rotaria sordida	70.4	Hypothetical protein	IPR003929,IPR013099,IPR027359,IPR036291	ZHD862_LOCUS14515
3_1	AF4	A0A821Q3V3-F1	Pieris macdunnoughi	70.4	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	PMACD_LOCUS4190
3_1	AF4	A0A6P4K358-F1	Fruit fly	70.4	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC108120269
3_1	AF4	A0A3Q2EJ41-F1	Sheepshead minnow	70.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A6Q2YJF2-F1	Northern pike	70.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR002052,IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A7N8Y8J9-F1	zig-zag eel	70.4	Potassium channel subfamily T member 2-like	IPR003929,IPR013099,IPR036291	
3_1	AF4	A0A6P8KZ56-F1	Bumblebee	70.4	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC100749230
3_1	AF4	A0A6J0E0P3-F1	Prairie deer mouse	70.4	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1
3_1	AF4	A0A0N7L3J1-F1	Downy mildew of sunflower	70.4	Calcium-activated potassium channel subunit alpha	IPR003929,IPR036291	
3_1	AF4	A0A6P3YEV0-F1	South American ant	70.4	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC106751765
3_1	AF4	A0A6P8J093-F1	Australian red waratah sea anemone	70.3	calcium-activated potassium channel subunit alpha-1-like isoform X3	IPR003929,IPR013099,IPR036291	LOC116306874
3_1	AF4	A0A7M7MP65-F1	Honeybee	70.3	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	
3_1	AF4	A0A0V1EKU2-F1	Parasitic roundworm	70.3	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	slo-1 T4A_13418 T4C_8440
3_1	AF4	A0A6P5I687-F1	Buff-tailed bumblebee	70.3	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC100650043
3_1	AF4	A0A7I0YV51-F1	Danaus plexippus	70.3	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC116766652
3_1	AF4	A0A6P7Q336-F1	Siamese fighting fish	70.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC114870627
3_1	AF4	V9EIG0-F1	Phytophthora parasitica	70.3	BK_channel_a domain-containing protein	IPR003929,IPR036291	F443_15941
3_1	AF4	A0A553PTC6-F1	Marine copepod	70.3	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR013099,IPR036291	TCAL_08819
3_1	AF4	A0A3P8NZN5-F1	Eastern happy	70.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	U3ISQ5-F1	Northern mallard	70.3	Potassium sodium-activated channel subfamily T member 2	IPR003929,IPR013099,IPR036291	KCNT2
3_1	AF4	A0A851NM41-F1	Penelope pileata	70.3	KCMA1 protein	IPR003929,IPR005821,IPR036291	Kcnma1_1 PENPIL_R11592
3_1	AF4	A0A6P4ZTQ3-F1	Amphioxus	70.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC109485398
3_1	AF4	A0A6J0DV49-F1	Prairie deer mouse	70.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1
3_1	AF4	T0RSQ2-F1	strain VS20	70.3	BK_channel_a domain-containing protein	IPR003929	SDRG_09215
3_1	AF4	A0A6P5AN98-F1	Amphioxus	70.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC109485398
3_1	AF4	A0A3B1K0R1-F1	Blind cave fish	70.2	Potassium channel, subfamily T, member 2	IPR003929,IPR013099,IPR036291	
3_1	AF4	Q0IFZ3-F1	Yellowfever mosquito	70.2	AAEL003765-PA	IPR003929,IPR036291	AAEL003765
3_1	AF4	W2QZA4-F1	strain INRA-310	70.2	Calcium-activated potassium channel subunit alpha-1	IPR003929,IPR005821,IPR027359,IPR036291	PPTG_04125
3_1	AF4	A0A833YHG9-F1	pale spear-nosed bat	70.2	Potassium sodium-activated channel subfamily T member 2	IPR003929,IPR013099,IPR036291	HJG60_007142
3_1	AF4	A0A7I0YVB4-F1	Danaus plexippus	70.2	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC116766652
3_1	AF4	A0A6P3TTM1-F1	Buff-tailed bumblebee	70.2	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC100650043
3_1	AF4	T0RW95-F1	strain VS20	70.2	Calcium-activated BK potassium channel alpha subunit family protein	IPR003929,IPR005821,IPR027359,IPR036291	SDRG_07921
3_1	AF4	A0A2I4B5X4-F1	Austrofundulus limnaeus	70.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC106517014
3_1	AF4	A0A6P9DCL3-F1	Corn snake	70.2	potassium channel subfamily U member 1 isoform X1	IPR003929,IPR036291	KCNU1
3_1	AF4	A0A6J2RPM0-F1	Frogmouth	70.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC115025038
3_1	AF4	A0A1D1W1K8-F1	Water bear	70.2	Maxi K channel	IPR003929,IPR013099,IPR027359	RvY_16557-1 RvY_16557.1 RvY_16557
3_1	AF4	A0A6J2GWW1-F1	Wire-tailed manakin	70.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A6A3SRF2-F1	Phytophthora fragariae	70.2	Calcium-activated potassium channel subunit alpha-1	IPR003929,IPR013099,IPR027359	PF001_g16910 PF002_g18909 PF004_g16485 PF005_g17596 PF006_g17683 PF007_g17738 PF009_g18746 PF010_g17152 PF011_g17775
3_1	AF4	A0A6P8L8P2-F1	Bumblebee	70.2	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC100749230
3_1	AF4	A0A3P6SZS9-F1	Filarial nematode worm	70.2	Potassium channel subfamily T member 1	IPR003929,IPR013099	NLS_LOCUS2056
3_1	AF4	A0A6P8NWI8-F1	Gaboon caecilian	70.2	potassium channel subfamily T member 2-like isoform X2	IPR003929,IPR013099,IPR036291	LOC117350572
3_1	AF4	A0A3Q2VTW5-F1	Burton's mouthbrooder	70.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A3R7QH21-F1	Whiteleg shrimp	70.2	Putative calcium-activated potassium channel subunit alpha-1-like isoform X16	IPR003929,IPR013099,IPR027359	C7M84_002656
3_1	AF4	A0A2I4B5X3-F1	Austrofundulus limnaeus	70.2	Calcium-activated potassium channel subunit alpha-1 (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Slo-alpha) (Slo1) (Slowpoke homolog)	IPR003929,IPR013099,IPR036291	LOC106517014
3_1	AF4	A0A6G0R654-F1	Phytophthora fragariae	70.2	Calcium-activated potassium channel subunit alpha-1	IPR003929,IPR013099,IPR027359	PF008_g18212
3_1	AF4	A0A6J3K365-F1	Bombus vosnesenskii	70.2	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC117231902
3_1	AF4	A0A803VWV7-F1	Collared flycatcher	70.2	Potassium sodium-activated channel subfamily T member 2	IPR003929,IPR013099,IPR036291	KCNT2
3_1	AF4	A0A6P8LTC5-F1	Bombus bifarius	70.2	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC117204883
3_1	AF4	A0A671YXG6-F1	Gilthead sea bream	70.1	Potassium channel, subfamily T, member 2	IPR003929,IPR013099,IPR036291	
3_1	AF4	A0A6P8MAJ6-F1	Bombus bifarius	70.1	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC117204883
3_1	AF4	A0A4W5NVG0-F1	huchen	70.1	Calcium-activated potassium channel subunit alpha-1 (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Slo-alpha) (Slo1) (Slowpoke homolog)	IPR003929,IPR013099,IPR036291	
3_1	AF4	A0A7M7SQ71-F1	Honeybee	70.1	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	
3_1	AF4	A0A6J2GXK4-F1	Wire-tailed manakin	70.1	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A6P8LTB9-F1	Bombus bifarius	70.1	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC117204883
3_1	AF4	A0A6J3K2G5-F1	Bombus vosnesenskii	70.1	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC117231902
3_1	AF4	A0A6P3YEH8-F1	South American ant	70.1	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC106751765
