#Knot_type	Category	Uniprot	Organism	pLDDT_knotcore	Protein_name	InterPro	Gene_name	#FILTER: InterPro=IPR036901;IPR006131 AND Category=AF4;
4_1	AF4	A0A7J6WXD7-F1	Rue-anemone	77.7	Aspartate carbamoyltransferase (EC 2.1.3.2)	IPR002082,IPR006130,IPR006131,IPR006132,IPR036901	FRX31_008300
3_1	AF4	A0A7D3R2C7-F1	Aeromonas hydrophila	97.4	Knotted carbamoyltransferase YgeW (EC 2.1.3.-)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW HQK30_11370
3_1	AF4	A0A3D3HRW9-F1	in: Bacteria	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	DIT05_17005
3_1	AF4	A0A6V8Q3G0-F1	Candidatus Hakubanella	97.4	N-acetylornithine carbamoyltransferase	IPR006130,IPR006131,IPR036901	HKBW3S47_00947
3_1	AF4	A0A097R6T9-F1	Hafnia alvei	97.4	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	AT03_19970
3_1	AF4	A0A072Y4G5-F1	Clostridium sp	97.4	Putative ornithine carbamoyltransferase	IPR002292,IPR006130,IPR006131,IPR006132,IPR036901	Z957_p0028
3_1	AF4	A0A1E4X024-F1	Aeromonas sp	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	A9G49_12945
3_1	AF4	A0A3D2IQ80-F1	Lachnospiraceae bacterium	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DHV42_07145
3_1	AF4	A0A427UPW8-F1	Atlantibacter subterranea	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW EGT71_21190
3_1	AF4	A0A2K8MU38-F1	Aeromonas veronii	97.4	Knotted carbamoyltransferase YgeW (EC 2.1.3.-)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW AERO8C_160098 C2849_04245 D6R50_04110 DAA48_07895 E8Q35_20040 ELS78_01575 GRF56_13180 HXV88_09945
3_1	AF4	A0A291DXP9-F1	Cedecea neteri	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	CO704_11020
3_1	AF4	A0A3D3X0E2-F1	Candidatus Acetothermia	97.4	Ornithine carbamoyltransferase	IPR002292,IPR006130,IPR006131,IPR006132,IPR036901	argF DIT45_03430
3_1	AF4	A0A4P8E7M0-F1	Elizabethkingia sp	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' FCS00_11660
3_1	AF4	A0A2I0Q829-F1	Elusimicrobia bacterium	97.4	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	CVU80_00170
3_1	AF4	A0A7C9F9F8-F1	Cytophagaceae bacterium	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' GBK04_14660
3_1	AF4	A0A3A1MLH4-F1	Candidatus Sulcia	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' D2A33_00560
3_1	AF4	A0A7W2WZJ2-F1	Klebsiella sp	97.4	Knotted carbamoyltransferase YgeW (EC 2.1.3.-)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW HV205_13210
3_1	AF4	A0A4Z0PHB6-F1	Hymenobacter elongatus	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' E5J99_16935
3_1	AF4	Q46803-F1	Ecoli	97.4	Putative carbamoyltransferase YgeW	IPR006132,IPR006130,IPR036901,IPR006131,IPR017702	
3_1	AF4	A0A6G6BSK2-F1	Panchlora nivea	97.4	N-acetylornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	
3_1	AF4	R6GPV8-F1	Oscillibacter sp	97.4	Aspartate/ornithine carbamoyltransferase family protein	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	BN557_01013
3_1	AF4	A0A7Y2YI49-F1	Xanthomonadales bacterium	97.4	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	HKP03_00260
3_1	AF4	A0A7C4FAI3-F1	Euryarchaeota archaeon	97.4	Ornithine carbamoyltransferase	IPR002292,IPR006130,IPR006131,IPR006132,IPR036901	ENV31_07060
3_1	AF4	A0A7Y8XL00-F1	Serratia fonticola	97.4	Knotted carbamoyltransferase YgeW (EC 2.1.3.-)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW HZI44_14835
3_1	AF4	G4L5Y5-F1	Pediococcus halophilus	97.4	Putative carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	TEH_06320
3_1	AF4	A0A372NXM6-F1	Mucilaginibacter conchicola	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' D0C36_02380
3_1	AF4	A0A7X7UTS4-F1	Rikenellaceae bacterium	97.4	Knotted carbamoyltransferase YgeW (EC 2.1.3.-)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW GX467_06925
3_1	AF4	A0A806Z059-F1	Obesumbacterium proteus	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	DSM2777_05455
3_1	AF4	A0A7K3MXC9-F1	Flavobacterium sp	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' GZ087_13200
3_1	AF4	A0A0J2HQH2-F1	Klebsiella michiganensis	97.4	Knotted carbamoyltransferase YgeW (EC 2.1.3.-)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW AGG97_23135 CWM85_17205 HV187_11545 L373_02725
3_1	AF4	R6Q5Q3-F1	Ruminococcus sp	97.4	Probable carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	BN703_02049
3_1	AF4	A0A800N392-F1	Planctomycetes bacterium	97.4	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	IPR006130,IPR006131,IPR006132,IPR036901	EYQ25_12435
3_1	AF4	A0A1W9S9L7-F1	Tenericutes bacterium	97.4	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	B6I17_02985
3_1	AF4	A0A1C6BLB9-F1	uncultured Blautia	97.4	Aspartate/ornithine carbamoyltransferase family protein	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW SAMEA3545264_04575
3_1	AF4	A0A6S5WXX8-F1	Aeromonas veronii	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	WP8S18E11_22930
3_1	AF4	A0A178K1K3-F1	Photobacterium jeanii	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	A3K86_18575
3_1	AF4	A0A375AR79-F1	Sphaerochaeta dissipatitropha	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	SAMN06298221_11712
3_1	AF4	A0A494U032-F1	Aeromonas veronii	97.4	Knotted carbamoyltransferase YgeW (EC 2.1.3.-)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW C0073_009745 FGM04_02785
3_1	AF4	A0A3G2FCA1-F1	Serratia sp	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW D9980_04405
3_1	AF4	A0A7J5EK87-F1	Bacteroidetes bacterium	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' F9K28_10180
3_1	AF4	A0A3M1QNH3-F1	Planctomycetes bacterium	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW D6744_07570
3_1	AF4	A0A1J5HN23-F1	Candidatus Roizmanbacteria	97.4	N-acetylornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	AUK04_03670
3_1	AF4	A0A1Q8D970-F1	Aeromonas sp	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	BSP75_03250
3_1	AF4	D6JEL3-F1	Escherichia coli	97.4	Carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ECEG_02234
3_1	AF4	A0A1F9SHP7-F1	Elusimicrobia bacterium	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	A2X31_09420
3_1	AF4	A0A7X3DI82-F1	Oscillibacter sp	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW EP146_13620
3_1	AF4	A0A7A2XV74-F1	Escherichia coli	97.4	Knotted carbamoyltransferase YgeW (EC 2.1.3.-)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW HJ982_002997
3_1	AF4	A0A654ATK7-F1	Enterobacterales bacterium	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW YERSI8AC_130206
3_1	AF4	A0A2M7NWE5-F1	Elusimicrobia bacterium	97.4	Ornithine carbamoyltransferase	IPR002292,IPR006130,IPR006131,IPR006132,IPR036901	COZ15_05960
3_1	AF4	A0A3D5U8S8-F1	Candidatus Cloacimonas	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	DG355_04735
3_1	AF4	A0A0D5BRR3-F1	Chryseobacterium miricola	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' VO54_02834
3_1	AF4	A0A1F3SWW8-F1	Bdellovibrionales bacterium	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	A2X94_14440
3_1	AF4	A0A6V8PIR9-F1	Candidatus Hakubanella	97.4	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR036901	HKBW3S42_00326
3_1	AF4	A0A7X6QI27-F1	Spirochaetales bacterium	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW GX836_00035
3_1	AF4	A0A484YV05-F1	Escherichia coli	97.4	Putative aspartate/ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW NCTC9001_06164
3_1	AF4	A0A1B8HAW6-F1	Morganella psychrotolerans	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	AYY17_06075 AYY18_06890
3_1	AF4	A0A7C8CWY8-F1	Planctomycetes bacterium	97.4	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	IPR006130,IPR006131,IPR006132,IPR036901	EYQ59_01320
3_1	AF4	A0A1B1FTJ9-F1	Flammeovirga sp	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' MY04_2040
3_1	AF4	A0A0H3HAS5-F1	Klebsiella oxytoca 	97.4	Aspartate/ornithine carbamoyltransferase family protein	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	KOX_23255
3_1	AF4	A0A7C1H694-F1	Bacteroidales bacterium	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW ENN49_06920
3_1	AF4	A0A1M6JX46-F1	Flavobacterium haoranii	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' SAMN05444337_2117
3_1	AF4	A0A2H0WW31-F1	Candidatus Roizmanbacteria	97.4	Acetylornithine carbamoyltransferase (EC 2.1.3.9)	IPR006130,IPR006131,IPR006132,IPR036901	COT62_00095
3_1	AF4	A0A8B4Z031-F1	Raoultella sp	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	EDF75_2374
3_1	AF4	A0A1M3CZZ9-F1	Bacteroidetes bacterium	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BGO30_03830
3_1	AF4	A0A285B593-F1	Klebsiella grimontii	97.4	Knotted carbamoyltransferase YgeW (EC 2.1.3.-)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW HV064_20265 HV220_01025 HV234_11625 KOSB73_270039
3_1	AF4	A0A4R3KUX8-F1	Anseongella ginsenosidimutans	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' EDD80_102308
3_1	AF4	A0A1Y4DHS9-F1	Collinsella sp	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	B5F74_09665
3_1	AF4	A0A2E2XRA4-F1	Maricaulis sp	97.4	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' CMF76_03360
3_1	AF4	A0A0K9TIU0-F1	Escherichia coli	97.4	Aspartate/ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ERYG_01117
3_1	AF4	A0A496QNJ5-F1	Spirochaetes bacterium	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	DRP87_16290
3_1	AF4	A0A1F5N5H5-F1	Candidatus Daviesbacteria	97.4	N-acetylornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	A3H40_01875
3_1	AF4	A0A2M7N9C0-F1	Bacteroidetes bacterium	97.4	Knotted carbamoyltransferase YgeW	IPR006131,IPR006132,IPR017702,IPR036901	COZ21_03840
3_1	AF4	A0A2R7QAA3-F1	Aeromonas sp	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	DBR13_07555
3_1	AF4	A0A3D1WR60-F1	Lachnospiraceae bacterium	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DEV97_11755
3_1	AF4	A0A2E0KJF2-F1	Flavobacteriaceae bacterium	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' CMC44_02065
3_1	AF4	A0A014Q0Z5-F1	Erwinia mallotivora	97.4	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	BG55_03460
3_1	AF4	A0A1I5UNI7-F1	Oscillibacter sp	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	SAMN05216343_11933
3_1	AF4	A0A1H3E1R9-F1	Acetomicrobium thermoterrenum	97.4	Ornithine carbamoyltransferase	IPR002292,IPR006130,IPR006131,IPR006132,IPR036901	SAMN03080603_00367
3_1	AF4	A0A1V6HBJ2-F1	Bacteroidetes bacterium ADurb	97.4	Ornithine carbamoyltransferase (EC 2.1.3.3)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	argF_2 BWX63_02370
3_1	AF4	A0A136LW68-F1	Bacteroidetes bacterium	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' UZ12_BCD005001460
3_1	AF4	A0A1T3I723-F1	Chryseobacterium meningosepticum	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BMF97_16370
3_1	AF4	A0A0W0WVR3-F1	Legionella nautarum	97.4	Ornithine carbamoyltransferase (EC 2.1.3.3)	IPR006130,IPR006131,IPR006132,IPR036901	argF Lnau_1369
3_1	AF4	A0A660XNU6-F1	Candidatus Marinimicrobia	97.4	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	DRP89_03210
3_1	AF4	A0A1W9VKL6-F1	Candidatus Cloacimonetes	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	B6226_05910
3_1	AF4	A0A072YB21-F1	Clostridium novyi B str	97.4	Ornithine carbamoyltransferase	IPR002292,IPR006130,IPR006131,IPR006132,IPR036901	Z958_12845
3_1	AF4	A0A2N3V1T7-F1	Pontibacter ramchanderi	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BD749_0535
3_1	AF4	A0A7D3Y4A5-F1	Tenuifilum thalassicum	97.4	Knotted carbamoyltransferase YgeW (EC 2.1.3.-)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW FHG85_06310
3_1	AF4	W1XJB6-F1	human gut	97.4	Carbamoyltransferase YgeW	IPR006131,IPR036901	Q604_UNBC16538G0001
3_1	AF4	A0A2E3X8V4-F1	Flavobacteriaceae bacterium	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' CMC67_03265
3_1	AF4	A0A7X9RTD2-F1	Flammeovirga aprica	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' HHU12_09870
3_1	AF4	A0A0F6RGD2-F1	Citrobacter amalonaticus	97.4	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	F384_15840
3_1	AF4	A0A5X7K9N1-F1	Salmonella enterica subsp	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW EPL59_24930
3_1	AF4	A0A6L5E6I4-F1	Citrobacter telavivensis	97.4	Knotted carbamoyltransferase YgeW (EC 2.1.3.-)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW GBB84_04120
3_1	AF4	A0A660ZEY0-F1	Candidatus Hydrothermae	97.4	Ornithine carbamoyltransferase (EC 2.1.3.3)	IPR002292,IPR006130,IPR006131,IPR006132,IPR036901	argF DRQ04_06385
3_1	AF4	A0A2M9BLB1-F1	Hymenobacter chitinivorans	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' CLV45_0148
3_1	AF4	A0A0H3DWN4-F1	strain FL6-60	97.4	Aspartate/ornithine carbamoyltransferase family protein protein YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW ETAF_2868
3_1	AF4	A0A2R7MUW3-F1	Aeromonas sp	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	DBR30_15265
3_1	AF4	A0A2G6EAM5-F1	candidate division	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW CSB45_01530
3_1	AF4	A0A2B8A2D0-F1	Candidatus Nephrothrix sp	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' CRN43_03230
3_1	AF4	A0A3D4FKJ9-F1	Clostridium sp	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	DIU45_16835
3_1	AF4	A0A3G3GV25-F1	Runella sp	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DTQ70_20135
3_1	AF4	A0A349Q1K1-F1	Flavobacterium sp	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DCS17_07205
3_1	AF4	A0A7C1X193-F1	Planctomycetes bacterium	97.4	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	IPR006130,IPR006131,IPR006132,IPR036901	ENJ09_08925
3_1	AF4	A0A1J4SS68-F1	Elusimicrobia bacterium	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	AUJ51_07130
3_1	AF4	A0A7Y7YMR8-F1	Cedecea sp	97.4	Knotted carbamoyltransferase YgeW (EC 2.1.3.-)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW HX778_05425
3_1	AF4	A0A2U3CIZ0-F1	strain B3-JM-08	97.4	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	CEE45_03565
3_1	AF4	A0A359CRW4-F1	Bacteroidales bacterium	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	DEH02_00790
3_1	AF4	A0A808Y0C0-F1	Raoultella sp	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	DSD31_11255
3_1	AF4	A0A083ZX60-F1	Serratia sp	97.4	Ornithine carbamoyltransferase (EC 2.1.3.3)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	argF SRDD_34050
3_1	AF4	A0A7X8NBP7-F1	Olsenella sp	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW HGI81_00475
3_1	AF4	A0A7U9FUJ3-F1	Escherichia coli	97.4	Putative carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ECKG_02507
3_1	AF4	A0A3E2WHM0-F1	Enterocloster aldenensis	97.4	Ornithine carbamoyltransferase (EC 2.1.3.3)	IPR002292,IPR006130,IPR006131,IPR006132,IPR036901	argF DWX59_15445
3_1	AF4	A0A0G1JNJ1-F1	Candidatus Peregrinibacteria	97.4	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	UW70_C0095G0005
3_1	AF4	M7CYW1-F1	Morganella morganii	97.4	Aspartate/ornithine carbamoyltransferase family protein YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	C790_00244
3_1	AF4	A0A1Q6S403-F1	Oscillibacter sp	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	BHW42_01365
3_1	AF4	A0A3D5TDF3-F1	Oscillibacter sp	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DHN18_00635
3_1	AF4	A0A3B9N4J2-F1	Bacteroidales bacterium	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	DCG75_14545
3_1	AF4	A0A2N2XYQ0-F1	Bacteroidetes bacterium	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	CVU05_06440
3_1	AF4	A0A2U8QRB0-F1	Flavobacterium sediminis	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DI487_01510
3_1	AF4	A0A1V5WEF6-F1	Chloroflexi bacterium ADurb	97.4	Ornithine carbamoyltransferase (EC 2.1.3.3)	IPR006130,IPR006131,IPR006132,IPR036901	argF_2 BWY25_00959
3_1	AF4	A0A327L837-F1	Rhodoplanes roseus	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	CH341_01010
3_1	AF4	A0A3B9Q0P4-F1	Anaerolineaceae bacterium	97.4	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	DCK95_03885
3_1	AF4	A0A800G4P7-F1	Planctomycetes bacterium	97.4	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	IPR006130,IPR006131,IPR006132,IPR036901	EYQ74_13110
3_1	AF4	A0A842VPT5-F1	Candidatus Lokiarchaeota	97.4	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	IPR006130,IPR006131,IPR006132,IPR036901	GF353_26535 GF383_14805
3_1	AF4	A0A843LQM0-F1	Candidatus Methanofastidiosum	97.4	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	KA027_02730
3_1	AF4	A0A7X6YMV0-F1	Clostridiaceae bacterium	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW GX681_00235
3_1	AF4	A0A3L9MH61-F1	Flavobacteriaceae bacterium	97.4	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' EAH69_05840
3_1	AF4	A0A4Q3SDM7-F1	Chitinophagaceae bacterium	97.4	Acetylornithine carbamoyltransferase	IPR006130,IPR006131,IPR036901	EOO00_01220
3_1	AF4	A0A2U8DTX0-F1	Clostridium drakei	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	B9W14_17355
3_1	AF4	A0A2R4TVJ1-F1	Aeromonas hydrophila subsp	97.4	Knotted carbamoyltransferase YgeW (EC 2.1.3.-)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW C1A23_13110
3_1	AF4	A0A356EEU6-F1	Spirochaetaceae bacterium	97.4	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	DD477_05760
3_1	AF4	D8GL83-F1	Clostridium ljungdahlii 	97.4	Predicted ornithine/aspartate carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	CLJU_c23840
3_1	AF4	A0A2G6M745-F1	Dethiosulfovibrio peptidovorans	97.4	Ornithine carbamoyltransferase	IPR002292,IPR006130,IPR006131,IPR006132,IPR036901	CSA35_00690
3_1	AF4	G5F1E2-F1	Olsenella sp	97.4	Carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	HMPREF1008_00186
