#Knot_type	Category	Uniprot	Organism	pLDDT_knotcore	Protein_name	InterPro	Gene_name	#FILTER: InterPro=IPR018883 AND Category=AF4;
3_1#3_1	AF4	A0A812L574-F1	Symbiodinium natans	79.5	Hypothetical protein	IPR018883	SNAT2548_LOCUS10976
3_1	AF4	A0A812HUV3-F1	Symbiodinium natans	88.5	Hypothetical protein	IPR018883	SNAT2548_LOCUS2008
3_1	AF4	A0A5P2ZW26-F1	Rhodobacteraceae bacterium	88.4	Cadmium carbonic anhydrase	IPR018883	LA6_002797
3_1	AF4	A0A812V4V8-F1	Symbiodinium natans	88.2	Hypothetical protein	IPR005123,IPR018883,IPR032857,IPR037151	SNAT2548_LOCUS34045
3_1	AF4	A0A2E2KVZ8-F1	Rhodobacteraceae bacterium	88.1	Cadmium carbonic anhydrase	IPR018883	CML66_30465
3_1	AF4	A0A812NMU9-F1	Symbiodinium sp	87.9	Hypothetical protein	IPR018883	SLIN2456_LOCUS9404
3_1	AF4	A0A448ZPF4-F1	Pseudo-nitzschia multistriata	87.8	Kringle domain-containing protein	IPR018883	PSNMU_V1.4_AUG-EV-PASAV3_0109370
3_1	AF4	A0A7S3VUH7-F1	Strombidinopsis acuminata	87.7	Hypothetical protein	IPR018883	SACU0126_LOCUS575
3_1	AF4	A0A0P1G5N9-F1	Tropicibacter naphthalenivorans	87.6	Cadmium carbonic anhydrase	IPR018883	TRN7648_01185
3_1	AF4	A0A1E7EZ89-F1	Fragilariopsis cylindrus	87.6	Delta carbonic anhydrase	IPR018883	DCA2 FRACYDRAFT_246249
3_1	AF4	A0A1E4HVW3-F1	Thiobacillus sp	87.6	Cadmium carbonic anhydrase	IPR018883,IPR036398	ABS89_08355
3_1	AF4	F0XWW1-F1	Harmful bloom alga	87.4	C-type lectin domain-containing protein	IPR018883	AURANDRAFT_60948
3_1	AF4	A0A812XTI8-F1	Dinoflagellate	87.4	Hypothetical protein	IPR018883	SPIL2461_LOCUS21826
3_1	AF4	A0A7R9YIG8-F1	Unicellular marine alga	86.9	Hypothetical protein	IPR018883	PLUT1463_LOCUS2607
3_1	AF4	A0A812VVC6-F1	Symbiodinium sp	86.8	Hypothetical protein	IPR018883	SMICCKB8_LOCUS17966
3_1	AF4	A0A812UAJ1-F1	Dinoflagellate	86.3	Hypothetical protein	IPR018883	SMIC04503_LOCUS17745
3_1	AF4	A0A090N4Y7-F1	Ostreococcus tauri	86.1	Carbonic anhydrase, cadmium-binding	IPR018883	OT_ostta08g04120
3_1	AF4	B8C251-F1	Marine diatom	85.6	Kringle domain-containing protein	IPR018883	THAPSDRAFT_34094
3_1	AF4	A0A1Q9DL12-F1	Dinoflagellate	85.5	Carbonic anhydrase	IPR018883	AK812_SmicGene21973
3_1	AF4	A0A1E7EUG8-F1	Fragilariopsis cylindrus	85.4	Delta carbonic anhydrase	IPR000782,IPR018883,IPR036378	DCA1 FRACYDRAFT_264409
3_1	AF4	A0A7S3WW75-F1	Coccolithophore	85.2	Hypothetical protein	IPR018883	EHUX00137_LOCUS36623
3_1	AF4	A0A812H5T8-F1	Symbiodinium sp	84.9	Hypothetical protein	IPR018883	SMICCKB8_LOCUS640
3_1	AF4	A0A812ZQG1-F1	Symbiodinium sp	84.3	Hypothetical protein	IPR018883	STRI2592_LOCUS44193
3_1	AF4	A0A812U2K8-F1	Symbiodinium sp	84.0	Hypothetical protein	IPR018883	STRI2592_LOCUS28263
3_1	AF4	A0A7S0IBT1-F1	Picoplanktonic green alga	83.4	Hypothetical protein	IPR018883	MCOM1403_LOCUS4458
3_1	AF4	A4S200-F1	strain CCE9901	83.4	Putative delta carbonic anhydrase (Cobalt/zinc)	IPR018883	DCA1 OSTLU_33276
3_1	AF4	Q0ZB86-F1	Coccolithophore	81.6	Delta-carbonic anhydrase	IPR018883,IPR040931	
3_1	AF4	C1EG17-F1	Picoplanktonic green alga	80.5	VWFD domain-containing protein	IPR018883	MICPUN_109346
3_1	AF4	A0A812TUB8-F1	Symbiodinium sp	80.1	Hypothetical protein	IPR018883	STRI2592_LOCUS28261
3_1	AF4	A0A812U2Z4-F1	Symbiodinium sp	79.7	Hypothetical protein	IPR018883	STRI2592_LOCUS28262
3_1	AF4	A0A812U325-F1	Symbiodinium sp	79.6	Hypothetical protein	IPR018883	STRI2592_LOCUS28260
3_1	AF4	A0A812SR53-F1	Dinoflagellate	78.8	Hypothetical protein	IPR018883	SPIL2461_LOCUS12630
3_1	AF4	F0XX50-F1	Harmful bloom alga	78.0	Uncharacterized protein CAH	IPR018883	CAH AURANDRAFT_60437
3_1	AF4	A0A7S0R5S4-F1	Pyramimonas obovata	77.5	Sulfatase domain-containing protein	IPR018883	POBO1169_LOCUS9356
3_1	AF4	A0A7S4GBX6-F1	Eutreptiella gymnastica	77.3	Hypothetical protein	IPR018883	EGYM00163_LOCUS43230
3_1	AF4	A0A7S4GBX2-F1	Eutreptiella gymnastica	75.5	Hypothetical protein	IPR018883	EGYM00163_LOCUS43231
3_1	AF4	A0A7S4S5I1-F1	Ditylum brightwellii	74.4	Hypothetical protein	IPR018883	DBRI00130_LOCUS29692
3_1	AF4	R1FQT9-F1	Coccolithophore	73.4	C-type lectin domain-containing protein	IPR018883	EMIHUDRAFT_227360
3_1	AF4	A0A812WC00-F1	Dinoflagellate	72.4	Hypothetical protein	IPR018883	SMIC04503_LOCUS21607
